Skill ID,Skill Name,Skill Type,Info URL
ES67DFA2E1A6147D3C6D,10-Hour OSHA Construction Card,Certification,https://lightcast.io/open-skills/skills/ES67DFA2E1A6147D3C6D
ES1A2BE4BB97545058AD,10-Hour OSHA General Industry Card,Certification,https://lightcast.io/open-skills/skills/ES1A2BE4BB97545058AD
ES769C0970B9C7902C9D,100-Ton Master Captain's License,Certification,https://lightcast.io/open-skills/skills/ES769C0970B9C7902C9D
ES5B35DE2ED675A8EFC3,1st Class Power Engineer Certificate,Certification,https://lightcast.io/open-skills/skills/ES5B35DE2ED675A8EFC3
ES28DF79DFF7EF9EACDE,200-Ton Master Captain's License,Certification,https://lightcast.io/open-skills/skills/ES28DF79DFF7EF9EACDE
ES6864C564270AACA4CB,25-Ton Master Captain's License,Certification,https://lightcast.io/open-skills/skills/ES6864C564270AACA4CB
ES8BDBBAA6AB10DE1E58,2nd Class Power Engineer Certificate,Certification,https://lightcast.io/open-skills/skills/ES8BDBBAA6AB10DE1E58
ES490FB5A97C181C8CA0,30-Hour MIOSHA Safety Certification,Certification,https://lightcast.io/open-skills/skills/ES490FB5A97C181C8CA0
ES7AE78C7222D7FAB9C1,30-Hour OSHA Construction Card,Certification,https://lightcast.io/open-skills/skills/ES7AE78C7222D7FAB9C1
ES17426C347D7CB45DE3,30-Hour OSHA General Industry Card,Certification,https://lightcast.io/open-skills/skills/ES17426C347D7CB45DE3
ESF779A5C0C5C3D9EF42,3A Pesticide Applicator License,Certification,https://lightcast.io/open-skills/skills/ESF779A5C0C5C3D9EF42
ESCB9BDF09B45480E584,3B Pesticide Applicator License,Certification,https://lightcast.io/open-skills/skills/ESCB9BDF09B45480E584
KS1201C66L7TG167P9ZN,3COM Certified IP Telephony NBX Expert,Certification,https://lightcast.io/open-skills/skills/KS1201C66L7TG167P9ZN
KS1201D70SNS03FL6WB1,3COM Certified IP Telephony VCX Expert,Certification,https://lightcast.io/open-skills/skills/KS1201D70SNS03FL6WB1
ES7FDFD39CA61932DD5E,3Com Certified Wireless Specialist,Certification,https://lightcast.io/open-skills/skills/ES7FDFD39CA61932DD5E
ES9771616561B7608AA9,3G Welding Certification,Certification,https://lightcast.io/open-skills/skills/ES9771616561B7608AA9
ESD70589D5AAE4184491,3M Certified,Certification,https://lightcast.io/open-skills/skills/ESD70589D5AAE4184491
ES518A2699C147D0BF6A,3rd Class Power Engineer Certificate,Certification,https://lightcast.io/open-skills/skills/ES518A2699C147D0BF6A
ES43948E62B6A4A0CFA3,4G Welding Certification,Certification,https://lightcast.io/open-skills/skills/ES43948E62B6A4A0CFA3
ES7B87A710947DFADEC7,4th Class Power Engineer Certificate,Certification,https://lightcast.io/open-skills/skills/ES7B87A710947DFADEC7
ES8458362835461810F2,50-Ton Master Captain's License,Certification,https://lightcast.io/open-skills/skills/ES8458362835461810F2
ES755634A365420CB7D9,500-Ton Master Captain's License,Certification,https://lightcast.io/open-skills/skills/ES755634A365420CB7D9
ESE509A51EFCA605C729,5S Methodology Certification,Certification,https://lightcast.io/open-skills/skills/ESE509A51EFCA605C729
ES22B0F9DBB949E3C282,5th Class Power Engineer Certificate,Certification,https://lightcast.io/open-skills/skills/ES22B0F9DBB949E3C282
ES8C1C07DF92D164F349,6G Welding Certification,Certification,https://lightcast.io/open-skills/skills/ES8C1C07DF92D164F349
ES667D2761AD0B442134,AAADM Certification,Certification,https://lightcast.io/open-skills/skills/ES667D2761AD0B442134
ESF9102E8689E49F24BD,AAAE Accredited Airport Executive (AAE),Certification,https://lightcast.io/open-skills/skills/ESF9102E8689E49F24BD
ES735CA35661609A3481,AAAE Airport Certified Employee (ACE),Certification,https://lightcast.io/open-skills/skills/ES735CA35661609A3481
ESE91DBD732C13FF6D5B,AAAE Airport Rescue Fire Fighter (ARFF),Certification,https://lightcast.io/open-skills/skills/ESE91DBD732C13FF6D5B
ESA88F4EFA27D3C1942B,AAAE Airport Security Coordinator Certification (ASC),Certification,https://lightcast.io/open-skills/skills/ESA88F4EFA27D3C1942B
ESD820D30F3650D20392,AAAE Certified Member (CM),Certification,https://lightcast.io/open-skills/skills/ESD820D30F3650D20392
ES24175DF8D4A7CF0198,AAUS Scientific Diver Certification,Certification,https://lightcast.io/open-skills/skills/ES24175DF8D4A7CF0198
ESC7E591512254F65117,ABC Manager License,Certification,https://lightcast.io/open-skills/skills/ESC7E591512254F65117
ES891E42534D8C44D443,ABKA Certification,Certification,https://lightcast.io/open-skills/skills/ES891E42534D8C44D443
ESC0EDB00DB2D73D7D8D,ABO-NCLE Certified,Certification,https://lightcast.io/open-skills/skills/ESC0EDB00DB2D73D7D8D
KS1203971GHQ0WT3QL4C,ACA Instructor Certificate,Certification,https://lightcast.io/open-skills/skills/KS1203971GHQ0WT3QL4C
KS120456MSP4Z4754XJB,ACCP Certified,Certification,https://lightcast.io/open-skills/skills/KS120456MSP4Z4754XJB
ESDFDE92DDCA772625B4,ACI Aggregate Testing Technician,Certification,https://lightcast.io/open-skills/skills/ESDFDE92DDCA772625B4
ESA7B5CE41D00AE94816,ACI Concrete Field Testing Technician,Certification,https://lightcast.io/open-skills/skills/ESA7B5CE41D00AE94816
ES5B1B6CEADDBDAD351B,ACI Concrete Laboratory Testing Technician,Certification,https://lightcast.io/open-skills/skills/ES5B1B6CEADDBDAD351B
KS122KR6MSB5C55Q4L5V,ACI Concrete Strength Testing Technician,Certification,https://lightcast.io/open-skills/skills/KS122KR6MSB5C55Q4L5V
ES305A80F4C937573685,ACLS For Experienced Providers (ACLS-EP),Certification,https://lightcast.io/open-skills/skills/ES305A80F4C937573685
ES570487B4124BEB6FA0,ACLS Instructor Certification,Certification,https://lightcast.io/open-skills/skills/ES570487B4124BEB6FA0
ES71708B787604103988,ACMA Certified Composites Technician (CCT),Certification,https://lightcast.io/open-skills/skills/ES71708B787604103988
ES62AF4B196968FCE2FF,ACTION Certified Personal Trainer,Certification,https://lightcast.io/open-skills/skills/ES62AF4B196968FCE2FF
ESCDC4AA8C79723E8776,ADP Certified Payroll Specialist,Certification,https://lightcast.io/open-skills/skills/ESCDC4AA8C79723E8776
ES1E313B07A690C0CDD5,ADTRAN Certification,Certification,https://lightcast.io/open-skills/skills/ES1E313B07A690C0CDD5
ES5CE1585BED121F379B,AFAA Group Fitness Instructor Certification,Certification,https://lightcast.io/open-skills/skills/ES5CE1585BED121F379B
ES1AF63CF97BF8BC121D,AFAA Indoor Cycling Certification,Certification,https://lightcast.io/open-skills/skills/ES1AF63CF97BF8BC121D
ES5D262AF930B552E897,AFAA Kickboxing Certification,Certification,https://lightcast.io/open-skills/skills/ES5D262AF930B552E897
ES875498DF88EA4808C1,AFAA Personal Fitness Trainer Certification,Certification,https://lightcast.io/open-skills/skills/ES875498DF88EA4808C1
ES11E21EC495A3444D52,AFIP Certified,Certification,https://lightcast.io/open-skills/skills/ES11E21EC495A3444D52
ES950F4270FE82019060,AHIP Certified,Certification,https://lightcast.io/open-skills/skills/ES950F4270FE82019060
KS121J46GJX1DS6J2RR5,AIRS Certified Diversity Recruiter (CDR),Certification,https://lightcast.io/open-skills/skills/KS121J46GJX1DS6J2RR5
KS120D06QPFCLR4K20K6,ALA Lighting Specialist Certification,Certification,https://lightcast.io/open-skills/skills/KS120D06QPFCLR4K20K6
KS120GX6ZR3PQRWT4HZ5,ANCC Certified,Certification,https://lightcast.io/open-skills/skills/KS120GX6ZR3PQRWT4HZ5
ES6F9392EC4F071E254D,APCO Public Safety Telecommunicator Certification,Certification,https://lightcast.io/open-skills/skills/ES6F9392EC4F071E254D
KS120JQ5XRT24Y2TYJH4,API 570 Piping Inspector Certification,Certification,https://lightcast.io/open-skills/skills/KS120JQ5XRT24Y2TYJH4
ESE924C695428FBDD749,API 653 Aboveground Storage Tank Inspector Certification,Certification,https://lightcast.io/open-skills/skills/ESE924C695428FBDD749
KS122KF6P32HVKQ22H3F,APICS Certified Supply Chain Professional,Certification,https://lightcast.io/open-skills/skills/KS122KF6P32HVKQ22H3F
ESBA183CB62E8A9DD4A9,ARC Specialist Certification,Certification,https://lightcast.io/open-skills/skills/ESBA183CB62E8A9DD4A9
ES840EC4F6CB22D16AF2,ARRT Bone Densitometry (BD) Certification,Certification,https://lightcast.io/open-skills/skills/ES840EC4F6CB22D16AF2
ESEB7B6C0AD64DA73AA8,ARRT Breast Sonography (BS) Certification,Certification,https://lightcast.io/open-skills/skills/ESEB7B6C0AD64DA73AA8
ESBC068CD6E436A3241D,ARRT Cardiac Interventional Radiography (CI) Certification,Certification,https://lightcast.io/open-skills/skills/ESBC068CD6E436A3241D
ESB7C1795620C491FC5D,ARRT Computed Tomography (CT) Certification,Certification,https://lightcast.io/open-skills/skills/ESB7C1795620C491FC5D
ESE4F17AAB9EA880CB6F,ARRT Magnetic Resonance Imaging (MR) Certification,Certification,https://lightcast.io/open-skills/skills/ESE4F17AAB9EA880CB6F
ES3B246D3F51650F1280,ARRT Mammography (M) Certification,Certification,https://lightcast.io/open-skills/skills/ES3B246D3F51650F1280
ES36C26E0CD76C7FDFB6,ARRT Nuclear Medicine Technology (N) Certification,Certification,https://lightcast.io/open-skills/skills/ES36C26E0CD76C7FDFB6
ES557E62E781922217A0,ARRT Radiation Therapy (T) Certification,Certification,https://lightcast.io/open-skills/skills/ES557E62E781922217A0
ES7D89D807DCC849E666,ARRT Radiography (R) Certification,Certification,https://lightcast.io/open-skills/skills/ES7D89D807DCC849E666
ESB470CDBB8E6188E1CD,ARRT Sonography (S) Certification,Certification,https://lightcast.io/open-skills/skills/ESB470CDBB8E6188E1CD
ESBFE11A773C3D65A9BC,ARRT Vascular Interventional Radiography (VI) Certification,Certification,https://lightcast.io/open-skills/skills/ESBFE11A773C3D65A9BC
ESBA1DD40ADAB758825A,ARRT Vascular Sonography (VS) Certification,Certification,https://lightcast.io/open-skills/skills/ESBA1DD40ADAB758825A
ES79DA0EB56EA1B68469,ASCM Supply Chain Procurement Certificate,Certification,https://lightcast.io/open-skills/skills/ES79DA0EB56EA1B68469
ES239541A0DA618631E5,ASE Advanced Engine Performance Certification,Certification,https://lightcast.io/open-skills/skills/ES239541A0DA618631E5
ES6A32C5E73B401844DF,ASE Auto Maintenance And Light Repair Certification,Certification,https://lightcast.io/open-skills/skills/ES6A32C5E73B401844DF
ESDEBFEDDA6E4F067BA4,ASE Automobile Service Consultant,Certification,https://lightcast.io/open-skills/skills/ESDEBFEDDA6E4F067BA4
ES5653BEA3D536EEAF9D,ASE Medium-Heavy Truck Certification,Certification,https://lightcast.io/open-skills/skills/ES5653BEA3D536EEAF9D
ES1AF5FD7C6CC3537D49,ASE Parts Specialist,Certification,https://lightcast.io/open-skills/skills/ES1AF5FD7C6CC3537D49
KS120P55ZL8G3G62ZZ5R,ASNT Non-Destructive Tester,Certification,https://lightcast.io/open-skills/skills/KS120P55ZL8G3G62ZZ5R
ESC4A99F2D4B16C74904,ASQ Certified Manager Of Quality/Organizational Excellence (CMQ/OE),Certification,https://lightcast.io/open-skills/skills/ESC4A99F2D4B16C74904
KS120PZ67ZB2XW1DY35G,ASSR Certified,Certification,https://lightcast.io/open-skills/skills/KS120PZ67ZB2XW1DY35G
KS121RM60CTV4VXVY7R2,AVIXA Certified Technology Specialist,Certification,https://lightcast.io/open-skills/skills/KS121RM60CTV4VXVY7R2
ES5B093CD735026356AA,AWS Certified Advanced Networking Specialty,Certification,https://lightcast.io/open-skills/skills/ES5B093CD735026356AA
ESE9D9E0EAAFED58FE7F,AWS Certified Big Data Specialty,Certification,https://lightcast.io/open-skills/skills/ESE9D9E0EAAFED58FE7F
ESCA261D1D1DC8A1623D,AWS Certified Cloud Practitioner,Certification,https://lightcast.io/open-skills/skills/ESCA261D1D1DC8A1623D
ES8B87DCFE13A4717BE1,AWS Certified DevOps Engineer,Certification,https://lightcast.io/open-skills/skills/ES8B87DCFE13A4717BE1
ES798281B621D67C2728,AWS Certified Developer,Certification,https://lightcast.io/open-skills/skills/ES798281B621D67C2728
ES59A32D2113C9D8482E,AWS Certified Machine Learning Specialty,Certification,https://lightcast.io/open-skills/skills/ES59A32D2113C9D8482E
ES8BE2666F02E442ED93,AWS Certified Security Specialty,Certification,https://lightcast.io/open-skills/skills/ES8BE2666F02E442ED93
ES47E53AE0C2065DA872,AWS Certified Solutions Architect,Certification,https://lightcast.io/open-skills/skills/ES47E53AE0C2065DA872
ESDADAA6F2B49D44BA23,AWS Certified Solutions Architect Associate,Certification,https://lightcast.io/open-skills/skills/ESDADAA6F2B49D44BA23
ESF0EC212A748B43EF90,AWS Certified Solutions Architect Professional,Certification,https://lightcast.io/open-skills/skills/ESF0EC212A748B43EF90
ESBD4FA4DB8AEE666CD0,AWS Certified SysOps Administrator,Certification,https://lightcast.io/open-skills/skills/ESBD4FA4DB8AEE666CD0
KS1203R6JNPHW1YQCWKY,Accessibility Inspector/Plans Examination,Certification,https://lightcast.io/open-skills/skills/KS1203R6JNPHW1YQCWKY
ESF49845DFEEDFABC086,Accounts Receivable Certification,Certification,https://lightcast.io/open-skills/skills/ESF49845DFEEDFABC086
KS7G6LP6HLWCP8RF5XCS,Accreditation Of Public Relations,Certification,https://lightcast.io/open-skills/skills/KS7G6LP6HLWCP8RF5XCS
ES469751C6A727C2F8B3,Accredited ACH Professional,Certification,https://lightcast.io/open-skills/skills/ES469751C6A727C2F8B3
KS1202J6J50CNM79GKTL,Accredited Adviser In Insurance,Certification,https://lightcast.io/open-skills/skills/KS1202J6J50CNM79GKTL
ESA96FBECC0AA343B1D5,Accredited Asset Management Specialist,Certification,https://lightcast.io/open-skills/skills/ESA96FBECC0AA343B1D5
KS120465Y516C49NMQNB,Accredited Auctioneer Real Estate,Certification,https://lightcast.io/open-skills/skills/KS120465Y516C49NMQNB
KS1204669404FWCXHWW0,Accredited Business Accountant,Certification,https://lightcast.io/open-skills/skills/KS1204669404FWCXHWW0
KS120466KVRW2LW1WLT3,Accredited Business Communicator,Certification,https://lightcast.io/open-skills/skills/KS120466KVRW2LW1WLT3
ES611BF4AB596065DBF6,Accredited Buyer's Representative (ABR),Certification,https://lightcast.io/open-skills/skills/ES611BF4AB596065DBF6
ESF71F61201873705F72,Accredited Case Manager (ACM),Certification,https://lightcast.io/open-skills/skills/ESF71F61201873705F72
ESD7B2ACF6AA69CF0214,Accredited Community Manager,Certification,https://lightcast.io/open-skills/skills/ESD7B2ACF6AA69CF0214
ES1B0E8D24D18F751531,Accredited Cruise Counselor,Certification,https://lightcast.io/open-skills/skills/ES1B0E8D24D18F751531
KS120806TZP1RB7QRG63,Accredited Domestic Partnership Advisor,Certification,https://lightcast.io/open-skills/skills/KS120806TZP1RB7QRG63
KS120466RN83VFPYP34F,Accredited Estate Planner,Certification,https://lightcast.io/open-skills/skills/KS120466RN83VFPYP34F
KS1204673GQ5MFR73PVX,Accredited Financial Counselor,Certification,https://lightcast.io/open-skills/skills/KS1204673GQ5MFR73PVX
KS1204676WXML2HYNBW5,Accredited Financial Examiner,Certification,https://lightcast.io/open-skills/skills/KS1204676WXML2HYNBW5
KS120475X6C3N66Y2H41,Accredited Health Care Fraud Investigator,Certification,https://lightcast.io/open-skills/skills/KS120475X6C3N66Y2H41
ES35AF3C13D706C40473,Accredited In Business Valuation (ABV),Certification,https://lightcast.io/open-skills/skills/ES35AF3C13D706C40473
KS120475XPTMPZ22GZRR,Accredited Insurance Examiner,Certification,https://lightcast.io/open-skills/skills/KS120475XPTMPZ22GZRR
KS1204767QP36X4FB1CF,Accredited Investing,Certification,https://lightcast.io/open-skills/skills/KS1204767QP36X4FB1CF
KS7G3GJ6S6GTGCKR9MWN,Accredited Investment Fiduciary,Certification,https://lightcast.io/open-skills/skills/KS7G3GJ6S6GTGCKR9MWN
ES5780C0129C64ED5AF4,Accredited Jewelry Professional,Certification,https://lightcast.io/open-skills/skills/ES5780C0129C64ED5AF4
KS120476LHSKZKJK9KZX,Accredited Mortgage Professional,Certification,https://lightcast.io/open-skills/skills/KS120476LHSKZKJK9KZX
ES897C0D0D6979755FBE,Accredited Payables Manager,Certification,https://lightcast.io/open-skills/skills/ES897C0D0D6979755FBE
KS1204864K3XYPGQTRNF,Accredited Purchasing Practitioner,Certification,https://lightcast.io/open-skills/skills/KS1204864K3XYPGQTRNF
ES58604B65ED6059F981,Accredited Residential Manager,Certification,https://lightcast.io/open-skills/skills/ES58604B65ED6059F981
KS1204868HYX5F842T3R,Accredited Sales Professional,Certification,https://lightcast.io/open-skills/skills/KS1204868HYX5F842T3R
ESA80D1E1770C2A4894C,Accredited Speaker,Certification,https://lightcast.io/open-skills/skills/ESA80D1E1770C2A4894C
ES695806A3C8CB569374,Accredited Staging Professional,Certification,https://lightcast.io/open-skills/skills/ES695806A3C8CB569374
KS120NX6RXL8N8JXW41D,Accredited Systems Engineer,Certification,https://lightcast.io/open-skills/skills/KS120NX6RXL8N8JXW41D
KS12048798VTG50T4VDL,Accredited Tax Advisor,Certification,https://lightcast.io/open-skills/skills/KS12048798VTG50T4VDL
KS1204969YVBJP6HSRNR,Accredited Tax Preparer,Certification,https://lightcast.io/open-skills/skills/KS1204969YVBJP6HSRNR
ESFC4ED185C1BD75C2BA,Accredited Veterans Service Officer,Certification,https://lightcast.io/open-skills/skills/ESFC4ED185C1BD75C2BA
ES600B61EBAE32590547,Accredited Veterinarian,Certification,https://lightcast.io/open-skills/skills/ES600B61EBAE32590547
ESF6F6255A690F109928,Accredited Wealth Management Advisor,Certification,https://lightcast.io/open-skills/skills/ESF6F6255A690F109928
ES34BCC691E4EC73D978,Act 120 Certified,Certification,https://lightcast.io/open-skills/skills/ES34BCC691E4EC73D978
ESFD37356160EAFAD0F6,Act 253 Certified,Certification,https://lightcast.io/open-skills/skills/ESFD37356160EAFAD0F6
ESC02203B4D2E40B8478,Action Selling Certification,Certification,https://lightcast.io/open-skills/skills/ESC02203B4D2E40B8478
KS1205S5X1C6K4B8ZDR0,Activity Assistant Certified,Certification,https://lightcast.io/open-skills/skills/KS1205S5X1C6K4B8ZDR0
KS1205T64BM5XHBNBVM4,Activity Consultant Certified,Certification,https://lightcast.io/open-skills/skills/KS1205T64BM5XHBNBVM4
KS1205T6PD97TDM76N97,Activity Director Certification,Certification,https://lightcast.io/open-skills/skills/KS1205T6PD97TDM76N97
KS1205T6Y5F2D4R31SBZ,Activity Director Provisionally Certified,Certification,https://lightcast.io/open-skills/skills/KS1205T6Y5F2D4R31SBZ
ESD42A315A324C2D0783,Actuarial Exams,Certification,https://lightcast.io/open-skills/skills/ESD42A315A324C2D0783
ES5125246ABF947D6D2C,Acupuncture License,Certification,https://lightcast.io/open-skills/skills/ES5125246ABF947D6D2C
KS1204Z5VZMYFTBT4D6Y,Acute Care Nurse Practitioner (ACNP),Certification,https://lightcast.io/open-skills/skills/KS1204Z5VZMYFTBT4D6Y
ES83C89322D9BFB6A24D,Acute/Critical Care Nursing Certification (CCRN) - Adult,Certification,https://lightcast.io/open-skills/skills/ES83C89322D9BFB6A24D
ES60A1154CD097B44995,Acute/Critical Care Nursing Certification (CCRN) - Neonatal,Certification,https://lightcast.io/open-skills/skills/ES60A1154CD097B44995
ES2962FC46ECE60719B0,Acute/Critical Care Nursing Certification (CCRN) - Pediatric,Certification,https://lightcast.io/open-skills/skills/ES2962FC46ECE60719B0
ES1E74848ADE817AF5F5,Adaptec Certified Storage Professional,Certification,https://lightcast.io/open-skills/skills/ES1E74848ADE817AF5F5
ESA37B5F06F4DFC5892E,Adjunct Faculty Certification,Certification,https://lightcast.io/open-skills/skills/ESA37B5F06F4DFC5892E
ESE65AF7411D2FF9549F,Adjuster License,Certification,https://lightcast.io/open-skills/skills/ESE65AF7411D2FF9549F
ES930C8B9F7B9C337A77,Administrative Assistant Certification,Certification,https://lightcast.io/open-skills/skills/ES930C8B9F7B9C337A77
ESA2D9905346F7E41061,Administrative Services Credential,Certification,https://lightcast.io/open-skills/skills/ESA2D9905346F7E41061
ES36B0BCD7EC251335EC,Adobe After Effects Certification,Certification,https://lightcast.io/open-skills/skills/ES36B0BCD7EC251335EC
ESE835D272A5C6334457,Adobe Captivate Certification,Certification,https://lightcast.io/open-skills/skills/ESE835D272A5C6334457
ES7D6B3679D16FE85D90,Adobe Certification,Certification,https://lightcast.io/open-skills/skills/ES7D6B3679D16FE85D90
KS1206Z70PDSR1MDLB9K,Adobe Certified Associate,Certification,https://lightcast.io/open-skills/skills/KS1206Z70PDSR1MDLB9K
KS1206Z71XBZT4JZFGKS,Adobe Certified Coldfusion Mx Developer,Certification,https://lightcast.io/open-skills/skills/KS1206Z71XBZT4JZFGKS
