Skill ID,Skill Name,Skill Type,Info URL,Is Software
ES50435CEF185473C55A,ADP Enterprise,Specialized Skill,https://lightcast.io/open-skills/skills/ES50435CEF185473C55A,True
BGS6783D9E44170E9CD3,ADP PCPW,Specialized Skill,https://lightcast.io/open-skills/skills/BGS6783D9E44170E9CD3,True
BGSBE58A438A9A0E0C44,ADP Pay eXpert,Specialized Skill,https://lightcast.io/open-skills/skills/BGSBE58A438A9A0E0C44,True
BGS48D628E5FBF5381F7,ADP PayForce,Specialized Skill,https://lightcast.io/open-skills/skills/BGS48D628E5FBF5381F7,True
BGSA58290F8CF9B2D2A3,ADP Payroll,Specialized Skill,https://lightcast.io/open-skills/skills/BGSA58290F8CF9B2D2A3,True
ES1C15D7D4543868E56E,ADP SmartCompliance,Specialized Skill,https://lightcast.io/open-skills/skills/ES1C15D7D4543868E56E,True
ES7DCEC0A13385EEAD75,ADP TotalSource PEO Services,Specialized Skill,https://lightcast.io/open-skills/skills/ES7DCEC0A13385EEAD75,True
ESEC094F51B4AA2A7452,ADP Vantage,Specialized Skill,https://lightcast.io/open-skills/skills/ESEC094F51B4AA2A7452,True
ES96C35DE2373F9BEDFD,ADP Workforce Now,Specialized Skill,https://lightcast.io/open-skills/skills/ES96C35DE2373F9BEDFD,True
KS1209D705T3KL01NLLW,AERMOD,Specialized Skill,https://lightcast.io/open-skills/skills/KS1209D705T3KL01NLLW,True
KS1209H79Q68M1DGNLVL,AERONET,Specialized Skill,https://lightcast.io/open-skills/skills/KS1209H79Q68M1DGNLVL,True
KS1209L6PRPR9P5K1ZRT,AES3,Specialized Skill,https://lightcast.io/open-skills/skills/KS1209L6PRPR9P5K1ZRT,True
KS1209V5XPN3LCLXZN9C,AFGROW,Specialized Skill,https://lightcast.io/open-skills/skills/KS1209V5XPN3LCLXZN9C,True
KS120B471RX7V058TYYY,AGFA Impax 6,Specialized Skill,https://lightcast.io/open-skills/skills/KS120B471RX7V058TYYY,True
KS120B773ZV1BGVMLCR6,AGi32,Specialized Skill,https://lightcast.io/open-skills/skills/KS120B773ZV1BGVMLCR6,True
ES5C1B3B336F68CA1147,AI Personalization,Specialized Skill,https://lightcast.io/open-skills/skills/ES5C1B3B336F68CA1147,True
KS120D871VT2YB2V90ZJ,ALGOL (ALGOrithmic Language),Specialized Skill,https://lightcast.io/open-skills/skills/KS120D871VT2YB2V90ZJ,True
ES5615A7CD953146E286,ALM Octane,Specialized Skill,https://lightcast.io/open-skills/skills/ES5615A7CD953146E286,True
KS120G060HKMFJ6XW9FK,AME Accounting Software,Specialized Skill,https://lightcast.io/open-skills/skills/KS120G060HKMFJ6XW9FK,True
KS120GB5X6TXMRL1RMNF,AMPL,Specialized Skill,https://lightcast.io/open-skills/skills/KS120GB5X6TXMRL1RMNF,True
ES94A14D7F42AFF5C472,AMPScript,Specialized Skill,https://lightcast.io/open-skills/skills/ES94A14D7F42AFF5C472,True
KS120GF6V9G5Q8V2JHF3,AMS Device Management,Specialized Skill,https://lightcast.io/open-skills/skills/KS120GF6V9G5Q8V2JHF3,True
KS7G50L6C94XCNCPVHFR,AMT Asset Management Software,Specialized Skill,https://lightcast.io/open-skills/skills/KS7G50L6C94XCNCPVHFR,True
KS120HS67929RDK5LFV5,ANSI C,Specialized Skill,https://lightcast.io/open-skills/skills/KS120HS67929RDK5LFV5,True
ESB8C30E646A8D126D9D,ANSYS IcePak (Simulation Software),Specialized Skill,https://lightcast.io/open-skills/skills/ESB8C30E646A8D126D9D,True
KS120JB780BFZLM229KT,ANTLR,Specialized Skill,https://lightcast.io/open-skills/skills/KS120JB780BFZLM229KT,True
ESEAD6EA096CF2B8B491,ANTS Performance Profiler,Specialized Skill,https://lightcast.io/open-skills/skills/ESEAD6EA096CF2B8B491,True
KS120JG6KF1PGXQF1LWD,AOLserver,Specialized Skill,https://lightcast.io/open-skills/skills/KS120JG6KF1PGXQF1LWD,True
KS120LS6BZQJ38QR16LF,APPX (Runtime Environment),Specialized Skill,https://lightcast.io/open-skills/skills/KS120LS6BZQJ38QR16LF,True
KS120LX703K7L79K0XMF,AQtime,Specialized Skill,https://lightcast.io/open-skills/skills/KS120LX703K7L79K0XMF,True
KS120M86T569CQN08FPW,ARC Macro Language,Specialized Skill,https://lightcast.io/open-skills/skills/KS120M86T569CQN08FPW,True
BGSB733F363CB53A6EA4,ARCore,Specialized Skill,https://lightcast.io/open-skills/skills/BGSB733F363CB53A6EA4,True
KS120MX71N7VKSBKSTGB,AREMOS,Specialized Skill,https://lightcast.io/open-skills/skills/KS120MX71N7VKSBKSTGB,True
ES1F82D8A16827C95718,ARGO BankPro,Specialized Skill,https://lightcast.io/open-skills/skills/ES1F82D8A16827C95718,True
BGS557F9F17E40A13ECF,ARISg,Specialized Skill,https://lightcast.io/open-skills/skills/BGS557F9F17E40A13ECF,True
KS68WDCYJLS1BCN3375P,ARKit,Specialized Skill,https://lightcast.io/open-skills/skills/KS68WDCYJLS1BCN3375P,True
KS120N374GTJHVC7C3HB,ARM7 Architecture,Specialized Skill,https://lightcast.io/open-skills/skills/KS120N374GTJHVC7C3HB,True
KS120N66VXJ87Z96N80S,ARMulator,Specialized Skill,https://lightcast.io/open-skills/skills/KS120N66VXJ87Z96N80S,True
KS120HR68F268R48NN2Q,ASC X12 Standards,Specialized Skill,https://lightcast.io/open-skills/skills/KS120HR68F268R48NN2Q,True
KS120P075CPBQKYR3H07,ASIC Programming Language,Specialized Skill,https://lightcast.io/open-skills/skills/KS120P075CPBQKYR3H07,True
KS120026VL50QFWT2281,ASP.NET,Specialized Skill,https://lightcast.io/open-skills/skills/KS120026VL50QFWT2281,True
ESD3D2440C1EA13521F1,ASP.NET Core,Specialized Skill,https://lightcast.io/open-skills/skills/ESD3D2440C1EA13521F1,True
ESD01424DDFB5DBF393F,ASP.NET Core MVC,Specialized Skill,https://lightcast.io/open-skills/skills/ESD01424DDFB5DBF393F,True
KS120P56T2RTSC0HS9S8,ASP.NET Extensions For AJAX,Specialized Skill,https://lightcast.io/open-skills/skills/KS120P56T2RTSC0HS9S8,True
KS120P65YPG6CLW2TL7B,ASP.NET Fundamentals,Specialized Skill,https://lightcast.io/open-skills/skills/KS120P65YPG6CLW2TL7B,True
ES535CAD45EEE46C3B92,ASP.NET Identity,Specialized Skill,https://lightcast.io/open-skills/skills/ES535CAD45EEE46C3B92,True
ES4F9308FDC1CD3A66CF,ASP.NET MVC 5,Specialized Skill,https://lightcast.io/open-skills/skills/ES4F9308FDC1CD3A66CF,True
KS120P66TSZZ3X8G19X1,ASP.NET MVC Framework,Specialized Skill,https://lightcast.io/open-skills/skills/KS120P66TSZZ3X8G19X1,True
ESAFC9B9B186876E1204,ASP.NET Razor,Specialized Skill,https://lightcast.io/open-skills/skills/ESAFC9B9B186876E1204,True
ES953681ACD477C14788,ASP.NET Web API,Specialized Skill,https://lightcast.io/open-skills/skills/ES953681ACD477C14788,True
BGS498A0E20998B285FB,ATG Dynamo,Specialized Skill,https://lightcast.io/open-skills/skills/BGS498A0E20998B285FB,True
KS120QQ64GQM67DYJ0N6,ATL Server,Specialized Skill,https://lightcast.io/open-skills/skills/KS120QQ64GQM67DYJ0N6,True
ES3FE972B564426E4D97,ATLAS.ti (Qualitative Data Analysis Software),Specialized Skill,https://lightcast.io/open-skills/skills/ES3FE972B564426E4D97,True
KS7G3CD78LKRR9SHTLLP,ATP/EMTP Software,Specialized Skill,https://lightcast.io/open-skills/skills/KS7G3CD78LKRR9SHTLLP,True
ESB57FF02E7DA5194363,AVEVA PI (Software),Specialized Skill,https://lightcast.io/open-skills/skills/ESB57FF02E7DA5194363,True
KS121XK73NS1NCHPW9R6,AVEVA Plant SCADA,Specialized Skill,https://lightcast.io/open-skills/skills/KS121XK73NS1NCHPW9R6,True
KS120TQ64NLK30XBJ0GW,AVG (Software),Specialized Skill,https://lightcast.io/open-skills/skills/KS120TQ64NLK30XBJ0GW,True
ES28F01A46499C4901E7,AVPlayer,Specialized Skill,https://lightcast.io/open-skills/skills/ES28F01A46499C4901E7,True
KSQWAN516Z8BCODYSV8L,AVRCP (Audio/Video Remote Control Profile),Specialized Skill,https://lightcast.io/open-skills/skills/KSQWAN516Z8BCODYSV8L,True
KS120V06RSJYTD3653PQ,AVS Video Editor,Specialized Skill,https://lightcast.io/open-skills/skills/KS120V06RSJYTD3653PQ,True
KS120TP63502W6Z88HQR,AVoided Emissions And GeneRation Tool,Specialized Skill,https://lightcast.io/open-skills/skills/KS120TP63502W6Z88HQR,True
KS120V178L936G0L2P07,AWK (Programming Language),Specialized Skill,https://lightcast.io/open-skills/skills/KS120V178L936G0L2P07,True
ES10A39B7C7A12C9618F,AWS Amplify,Specialized Skill,https://lightcast.io/open-skills/skills/ES10A39B7C7A12C9618F,True
ES4D45401B3C9E4FC96E,AWS App Mesh,Specialized Skill,https://lightcast.io/open-skills/skills/ES4D45401B3C9E4FC96E,True
ES9D43585B5783E22072,AWS AppSync,Specialized Skill,https://lightcast.io/open-skills/skills/ES9D43585B5783E22072,True
ES19FD1951EE3CE14D14,AWS Auto Scaling,Specialized Skill,https://lightcast.io/open-skills/skills/ES19FD1951EE3CE14D14,True
ESD6A7AFB71A448F064D,AWS Backup,Specialized Skill,https://lightcast.io/open-skills/skills/ESD6A7AFB71A448F064D,True
ESCEC06EC6132930188F,AWS Batch,Specialized Skill,https://lightcast.io/open-skills/skills/ESCEC06EC6132930188F,True
ESDACC71DB32ED55ADD9,AWS Bedrock,Specialized Skill,https://lightcast.io/open-skills/skills/ESDACC71DB32ED55ADD9,True
KSYIJN0ID1F7P2HPDUCJ,AWS CLI (Command Line Interface),Specialized Skill,https://lightcast.io/open-skills/skills/KSYIJN0ID1F7P2HPDUCJ,True
ES5AA2B2AD2C2B71E863,AWS Cloud Development Kit (CDK),Specialized Skill,https://lightcast.io/open-skills/skills/ES5AA2B2AD2C2B71E863,True
ESB3F99C3446845F41F6,AWS CloudFormation,Specialized Skill,https://lightcast.io/open-skills/skills/ESB3F99C3446845F41F6,True
ES323762B1E71B5B0976,AWS CloudHSM,Specialized Skill,https://lightcast.io/open-skills/skills/ES323762B1E71B5B0976,True
ES6C84FF059A9F04F65E,AWS CloudTrail,Specialized Skill,https://lightcast.io/open-skills/skills/ES6C84FF059A9F04F65E,True
ESD020B052E485B421A3,AWS CodeBuild,Specialized Skill,https://lightcast.io/open-skills/skills/ESD020B052E485B421A3,True
ES2119F2B7CEE19988ED,AWS CodeCommit,Specialized Skill,https://lightcast.io/open-skills/skills/ES2119F2B7CEE19988ED,True
ES192CD34322D5FBBF42,AWS CodeDeploy,Specialized Skill,https://lightcast.io/open-skills/skills/ES192CD34322D5FBBF42,True
ES81E615088FE9EDB504,AWS CodePipeline,Specialized Skill,https://lightcast.io/open-skills/skills/ES81E615088FE9EDB504,True
ESC1AE8112F1253E3185,AWS Directory Service,Specialized Skill,https://lightcast.io/open-skills/skills/ESC1AE8112F1253E3185,True
KSU21FZSFMTTJN9W22FR,AWS Elastic Beanstalk,Specialized Skill,https://lightcast.io/open-skills/skills/KSU21FZSFMTTJN9W22FR,True
KS4NKXC90M22JM53MO6D,AWS Elastic MapReduce (EMR),Specialized Skill,https://lightcast.io/open-skills/skills/KS4NKXC90M22JM53MO6D,True
ESDEF45C01609EB19579,AWS Fargate,Specialized Skill,https://lightcast.io/open-skills/skills/ESDEF45C01609EB19579,True
ESBD8E0AF64EAB01791B,AWS Glue,Specialized Skill,https://lightcast.io/open-skills/skills/ESBD8E0AF64EAB01791B,True
ESFF6FC6EEE083A0AF63,AWS Identity And Access Management (IAM),Specialized Skill,https://lightcast.io/open-skills/skills/ESFF6FC6EEE083A0AF63,True
ES363E5FFEDC2CBB5A4D,AWS Inferentia,Specialized Skill,https://lightcast.io/open-skills/skills/ES363E5FFEDC2CBB5A4D,True
ES283C495870146C865C,AWS Internet Of Things (IoT),Specialized Skill,https://lightcast.io/open-skills/skills/ES283C495870146C865C,True
ES41665F519CF411D0AB,AWS Key Management Service (KMS),Specialized Skill,https://lightcast.io/open-skills/skills/ES41665F519CF411D0AB,True
ES4512E57CF178E77F7B,AWS Kinesis,Specialized Skill,https://lightcast.io/open-skills/skills/ES4512E57CF178E77F7B,True
KSE4ME2Z9GRO05SLM3CR,AWS Lambda,Specialized Skill,https://lightcast.io/open-skills/skills/KSE4ME2Z9GRO05SLM3CR,True
KSRBOPVHZ882YQAMZ0BU,AWS OpsWorks,Specialized Skill,https://lightcast.io/open-skills/skills/KSRBOPVHZ882YQAMZ0BU,True
ESD6E4DEE1B92A83D69F,AWS Outposts,Specialized Skill,https://lightcast.io/open-skills/skills/ESD6E4DEE1B92A83D69F,True
KSMJU7BL3K034AD0AQSX,AWS SDK,Specialized Skill,https://lightcast.io/open-skills/skills/KSMJU7BL3K034AD0AQSX,True
ES2133DA6434CF028833,AWS SageMaker,Specialized Skill,https://lightcast.io/open-skills/skills/ES2133DA6434CF028833,True
ES5D2CADD08A092311CF,AWS Serverless,Specialized Skill,https://lightcast.io/open-skills/skills/ES5D2CADD08A092311CF,True
ES566A5D07C6EB3C1B92,AWS Systems Manager,Specialized Skill,https://lightcast.io/open-skills/skills/ES566A5D07C6EB3C1B92,True
BGS7C9D9872C41BA7169,AWS User Pools,Specialized Skill,https://lightcast.io/open-skills/skills/BGS7C9D9872C41BA7169,True
ES39FA70BD453CAEFDCB,AWS X-Ray,Specialized Skill,https://lightcast.io/open-skills/skills/ES39FA70BD453CAEFDCB,True
ES52C92B8516F3CFD53F,Ab Initio (Software),Specialized Skill,https://lightcast.io/open-skills/skills/ES52C92B8516F3CFD53F,True
KS1202N6LF0C1R6R5L0L,Abaqus,Specialized Skill,https://lightcast.io/open-skills/skills/KS1202N6LF0C1R6R5L0L,True
BGSDC602ABB7FA3250E0,Abend-AID,Specialized Skill,https://lightcast.io/open-skills/skills/BGSDC602ABB7FA3250E0,True
KS1202Y6YB65J9CFR5YC,Ableton Live,Specialized Skill,https://lightcast.io/open-skills/skills/KS1202Y6YB65J9CFR5YC,True
KS120P36WR8K8GQ5MC9F,Abstract State Machine Language (ASML),Specialized Skill,https://lightcast.io/open-skills/skills/KS120P36WR8K8GQ5MC9F,True
KS120366BK68G1RR9HZB,Abstract Syntax Notation One,Specialized Skill,https://lightcast.io/open-skills/skills/KS120366BK68G1RR9HZB,True
KS120376F8K0V1ZP5JTL,Abstract Syntax Tree,Specialized Skill,https://lightcast.io/open-skills/skills/KS120376F8K0V1ZP5JTL,True
KS120376TXG3FMD6JBTS,Abstract Window Toolkit,Specialized Skill,https://lightcast.io/open-skills/skills/KS120376TXG3FMD6JBTS,True
BGSF15D9E7FB1C59FF6B,Abvent Artlantis,Specialized Skill,https://lightcast.io/open-skills/skills/BGSF15D9E7FB1C59FF6B,True
KS1203L6C65NFKLH3SC3,Access Control Facility,Specialized Skill,https://lightcast.io/open-skills/skills/KS1203L6C65NFKLH3SC3,True
KS1203Q7455CLC7HD3Z1,Access Query Languages,Specialized Skill,https://lightcast.io/open-skills/skills/KS1203Q7455CLC7HD3Z1,True
KS120436N14BN10FM7W8,Accounting Software,Specialized Skill,https://lightcast.io/open-skills/skills/KS120436N14BN10FM7W8,True
BGSDFC29D987A5559CCD,Accounts Payable Workflow Systems,Specialized Skill,https://lightcast.io/open-skills/skills/BGSDFC29D987A5559CCD,True
KS1204D641X0X10KCHXX,AccuRev SCM,Specialized Skill,https://lightcast.io/open-skills/skills/KS1204D641X0X10KCHXX,True
KS1204L72RQZ4CRK99WM,AceProject,Specialized Skill,https://lightcast.io/open-skills/skills/KS1204L72RQZ4CRK99WM,True
KS12059608LXYNL7H086,Acronis Cyber Protect Home Office,Specialized Skill,https://lightcast.io/open-skills/skills/KS12059608LXYNL7H086,True
KS1205D5X9GGKH9TRVVZ,Act! CRM,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205D5X9GGKH9TRVVZ,True
KS441RQ74BZXRP355M4Z,Actian Vector,Specialized Skill,https://lightcast.io/open-skills/skills/KS441RQ74BZXRP355M4Z,True
KS1217F75ZTKTLCWXRTH,Actian Zen,Specialized Skill,https://lightcast.io/open-skills/skills/KS1217F75ZTKTLCWXRTH,True
KS1205F69044JGP21J26,ActionScript,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205F69044JGP21J26,True
KS8HS8CM0ACY6UXJODCA,Actionview,Specialized Skill,https://lightcast.io/open-skills/skills/KS8HS8CM0ACY6UXJODCA,True
KS1205G5ZKS8ZZWVPM9Y,Active Directory,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205G5ZKS8ZZWVPM9Y,True
KS7G4416RRN91MVXW1RX,Active Directory Application Mode,Specialized Skill,https://lightcast.io/open-skills/skills/KS7G4416RRN91MVXW1RX,True
KS1205X78SJS091PVX5V,Active Directory Explorer,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205X78SJS091PVX5V,True
KS1206G6GQ3J165015ZB,Active Directory Federation Services,Specialized Skill,https://lightcast.io/open-skills/skills/KS1206G6GQ3J165015ZB,True
KS1206L6N0ZKCG37DGXT,Active Directory Lightweight Directory Services,Specialized Skill,https://lightcast.io/open-skills/skills/KS1206L6N0ZKCG37DGXT,True
KS1206S6T1NC7RGSG2MH,Active Directory Migration Tool,Specialized Skill,https://lightcast.io/open-skills/skills/KS1206S6T1NC7RGSG2MH,True
KS120835Z5V5BBB4S4LL,Active Directory Rights Management Services,Specialized Skill,https://lightcast.io/open-skills/skills/KS120835Z5V5BBB4S4LL,True
KS1208366DPPT9R087DC,Active Directory Service Interfaces,Specialized Skill,https://lightcast.io/open-skills/skills/KS1208366DPPT9R087DC,True
KS7G3CR68CRNLHQKSJW9,Active Format Description,Specialized Skill,https://lightcast.io/open-skills/skills/KS7G3CR68CRNLHQKSJW9,True
KS120C17027QZ5D2XP70,Active Input Method Manager,Specialized Skill,https://lightcast.io/open-skills/skills/KS120C17027QZ5D2XP70,True
ES1CAE1F158EEACC761E,Active Integration (Software),Specialized Skill,https://lightcast.io/open-skills/skills/ES1CAE1F158EEACC761E,True
KS1205M641DHZFNJVVKS,Active Scripting,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205M641DHZFNJVVKS,True
KS120025ZGZCGLN7D345,Active Server Pages (ASP),Specialized Skill,https://lightcast.io/open-skills/skills/KS120025ZGZCGLN7D345,True
KS1205J71XPFD3TWP411,Active Template Library,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205J71XPFD3TWP411,True
KSCKLO0C6OB2WV83H6XO,Active-HDL,Specialized Skill,https://lightcast.io/open-skills/skills/KSCKLO0C6OB2WV83H6XO,True
ES72AD7E9CA3A2C36AFD,ActiveCampaign,Specialized Skill,https://lightcast.io/open-skills/skills/ES72AD7E9CA3A2C36AFD,True
KS1205K6F96DJ5B2QKZ3,ActivePerl,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205K6F96DJ5B2QKZ3,True
KS1205K6WNHYDPXBDLRQ,ActivePython (Python Package),Specialized Skill,https://lightcast.io/open-skills/skills/KS1205K6WNHYDPXBDLRQ,True
KS1205M612TM7H755DHG,ActiveReports,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205M612TM7H755DHG,True
KS1205M65BKF2V200RX0,ActiveState Komodo (Unix Text Editors),Specialized Skill,https://lightcast.io/open-skills/skills/KS1205M65BKF2V200RX0,True
KS1205P5VXFJ2ZS5XBJY,ActiveSync,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205P5VXFJ2ZS5XBJY,True
KS1205P6N1TCP1ZWL42R,ActiveVOS,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205P6N1TCP1ZWL42R,True
KS1205K5ZTG520GYS1HB,ActiveX,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205K5ZTG520GYS1HB,True
KS1205Q6J27P7BT4PPTQ,ActiveX Data Objects,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205Q6J27P7BT4PPTQ,True
KS1205Q77Q3SVS3TX87M,ActiveX Document,Specialized Skill,https://lightcast.io/open-skills/skills/KS1205Q77Q3SVS3TX87M,True
KSX5K3A66M9O3TQN3DRW,Activeadmin,Specialized Skill,https://lightcast.io/open-skills/skills/KSX5K3A66M9O3TQN3DRW,True
KSI9QBPRXV7BI1XK7P55,Activecollab,Specialized Skill,https://lightcast.io/open-skills/skills/KSI9QBPRXV7BI1XK7P55,True
KS1205R6PNK1B0BJ2X4Q,Activiti (Software),Specialized Skill,https://lightcast.io/open-skills/skills/KS1205R6PNK1B0BJ2X4Q,True
KS9IBUH88YSMGKPYVQXD,Activity Manager,Specialized Skill,https://lightcast.io/open-skills/skills/KS9IBUH88YSMGKPYVQXD,True
KSWZOK7VKW988X1PXD6B,Acumatica,Specialized Skill,https://lightcast.io/open-skills/skills/KSWZOK7VKW988X1PXD6B,True
ES65E3EB43C6881FFB57,Acunetix,Specialized Skill,https://lightcast.io/open-skills/skills/ES65E3EB43C6881FFB57,True
KS120687181MKWWN82VF,Ad-Aware,Specialized Skill,https://lightcast.io/open-skills/skills/KS120687181MKWWN82VF,True
KS120BQ5ZP3SS5WBMN31,Ad-Hoc Configuration Protocols,Specialized Skill,https://lightcast.io/open-skills/skills/KS120BQ5ZP3SS5WBMN31,True
BGSC364D631C7ECDCBB9,AdWorks,Specialized Skill,https://lightcast.io/open-skills/skills/BGSC364D631C7ECDCBB9,True
